Time,Groundspeed,Cabin Diff PSI,Bld Px PSI,Bleed On,N1 %,N2 %,ITT (F),Oil Temp (F),Oil Px PSI,TLA DEG,TT2 (C),PT2 PSI,CHPV,ECS PRI DUCT T (F),ECS PRI DUCT T2 (F),ECS CKPT T (F),O2 BTL Px PSI,O2 VLV Open,EIPS TMP (F),EIPS PRS PSI
1,0,0.0,0.47,0,0.0,10.9,234,119.2,3.5,-19.49,22.68,14.562,4.199,9.899999762399945e+24,69.2,76.0,1595,1,71.9,0.3
2,0,0.0,0.47,0,0.0,14.299999999999999,356,119.5,7.8,-19.5,22.672,14.562,4.199,9.899999762399945e+24,69.2,76.0,1595,1,71.9,0.3
3,0,0.0,0.47,0,1.5,17.2,611,119.8,14.2,-19.5,22.617,14.562,4.199,67.0,69.2,76.0,1595,1,71.9,0.3
4,0,0.0,0.46,0,2.6,19.900000000000002,864,120.0,17.8,-19.51,22.555,14.562,4.199,68.0,69.2,76.0,1595,1,71.9,0.29
5,0,0.0,0.47,0,3.6999999999999997,22.400000000000002,1047,119.9,21.2,-19.5,22.492,14.562,4.199,68.0,69.2,76.0,1595,1,71.9,0.31
6,0,0.0,0.48,0,4.9,24.7,1158,118.8,25.2,-19.5,22.453,14.562,4.199,68.0,69.2,76.0,1595,1,71.9,0.31
7,0,0.0,0.49,0,6.1,25.900000000000002,1210,116.9,28.5,-19.5,22.422,14.562,4.199,67.0,69.2,76.0,1595,1,71.9,0.31
8,0,0.0,0.49,0,7.199999999999999,26.6,1227,114.8,29.9,-19.5,22.367,14.562,4.199,67.0,69.2,76.0,1595,1,71.9,0.3
9,0,0.0,0.52,0,8.200000000000001,27.6,1240,112.9,31.7,-19.5,22.305,14.559,4.199,67.0,69.2,76.0,1595,1,71.9,0.29
10,0,0.0,0.54,0,9.3,28.9,1261,111.0,34.1,-19.5,22.234,14.559,4.199,67.0,69.2,76.0,1595,1,72.0,0.29
11,0,0.0,0.56,0,10.4,30.599999999999998,1294,109.2,36.5,-19.49,22.125,14.562,4.199,67.0,69.2,76.0,1595,1,72.0,0.29
12,0,0.0,0.55,0,11.600000000000001,32.7,1335,107.4,39.9,-19.48,21.977,14.562,4.199,67.0,69.2,76.0,1595,1,71.9,0.29
